-0.74976,-2.8767,0.94789,-1.1173
-0.47152,-0.43007,0.62695,-3.6406
0.094527,1.2215,-0.31299,3.1286
0.6588,-0.94697,-1.4207,-2.1797
-3.8245,-0.95618,-2.9034,-2.443
2.9766,1.4738,3.3792,1.0695
-1.0461,0.94222,0,2.2095
-1.1538,0.42534,0.47353,1.2409
-1.3632,0.42355,0.62793,-2.1819
1.9418,0.42181,0.46841,2.1819
1.432,1.7522,3.97,0.10277
-0.66568,-0.66391,-2.5779,0.30749
-0.09545,2.4672,-1.7042,-2.4872
-2.5146,-1.7206,-1.2579,-0.843
-1.1823,0.41236,-2.0784,1.9906
0.29687,2.4391,1.6026,0.20725
1.3739,-1.0497,3.2841,-1.9865
0.96987,1.6104,-1.0827,2.6057
0,-0.64102,-0.93753,-2.3947
2.9484,1.1191,2.4807,1.9823
1.211,-0.079469,2.8681,0.51521
-0.65027,-0.079644,2.3531,1.2257
0.74282,-2.0105,-0.43701,0.60728
-0.55661,0.97011,0.58226,0.76505
0.27867,-0.56475,-1.3149,0
0.83145,0.16162,1.4599,0.10071
1.3705,-1.3008,-0.43572,1.002
0.54301,0.24522,3.9948,0.5964
-0.99774,-0.081693,-1.1252,0.099113
-0.091237,0.40773,1.265,-1.5968
0.90827,1.0522,1.6621,2.68
-0.544,-0.88967,-0.55095,-0.29427
1.1749,-0.081263,0.27584,1.0747
-0.54056,-0.40732,1.7748,-2.8587
-1.2728,-1.8954,1.4775,0.39923
0.45644,1.6502,1.7185,0.099576
0.36364,-0.081824,-0.92168,0.39714
-0.36364,-0.90499,-2.0041,1.0843
-0.91492,1.7206,1.2072,-0.39292
0.27533,-0.48859,3.279,1.1742
0.82153,-0.902,0,-1.2727
0.81489,-0.99341,0.89922,-0.79132
1.6987,3.2737,2.65,-0.29834
2.8835,0.32149,2.2169,-0.39923
0.086131,-0.72492,-0.61092,1.4889
-0.051792,1.5243,-0.12262,0.78512
-1.128,1.1085,0.73354,-0.097874
-1.4945,0.31446,0.12172,0.68259
1.6689,1.8663,0.24301,-0.19452
0.95365,-1.1623,-0.12148,-1.9666
3.2261,2.0062,-1.1938,2.6459
0.16695,2.3406,-0.74163,0.28969
3.3624,4.6655,-0.62225,3.5058
-2.1191,2.5318,-0.75192,1.2951
0.16462,2.1979,1.622,0.54995
0.24639,-2.8947,-1.7479,-0.9183
0.3276,-2.837,0.25155,0.64369
-1.8152,-0.43263,0.37619,-0.82836
4.3184,0,0.99627,0.46107
-1.2034,0.25236,0.74074,-0.46107
4.0338,-0.83209,1.3439,1.9223
0.61829,2.0144,-1.3439,1.3507
-0.85112,0.8511,1.3439,-0.9888
-1.4873,-0.56655,-3.7087,-1.0899
-0.31593,-1.7703,2.2417,-1.0097
-1.1939,-3.7013,-1.4889,-2.4277
0.63852,0.30122,1.612,0.94074
-1.0396,-3.5199,0.73528,1.3948
0.080379,0,3.9502,-0.74147
-1.4564,-0.46844,1.1669,2.208
-2.4754,0.15644,-2.4664,2.3383
2.6382,3.8319,1.2995,2.4584
-1.9721,-1.668,-1.8958,1.2069
-0.83332,0.45765,0.11953,0.51281
1.4125,2.4062,0,-0.51281
-1.3289,-1.3463,-1.8083,1.1078
-1.5165,-1.8238,-2.2142,-0.33955
-1.7123,-1.7015,-1.3776,1.0994
0.08627,-0.31251,-0.88668,-1.2696
1.7109,0.93466,0.38096,-0.59802
2.9254,2.7524,2.5033,0.17125
0.41102,1.3483,0.12352,3.4472
0.081971,2.6434,0.49261,-1.1638
-0.2462,-1.1662,-0.73981,-1.0084
-0.082169,0.29286,-1.1201,0.58948
-0.41211,-0.88107,1.3673,-1.6082
0.9861,0,-0.2472,-0.085368
1.2997,-8.7817,1.23,0.2196
0.40277,1.5975,3.129,1.1925
-0.64514,-3.5488,2.5732,-0.25435
0.64514,-0.49382,0.11546,0
-1.1318,-1.3289,-0.231,0.084854
0.64833,1.6584,0.57641,-1.5385
0.8846,-1.158,-0.11507,-0.34513
2.217,5.1876,1.0304,-1.4802
-0.47094,0.47282,1.582,-1.2357
-0.78988,-1.9049,-0.44946,0.26606
-1.8408,-2.2691,-3.2039,-1.4273
1.1245,-0.32841,1.1561,1.1613
0.87478,2.5975,1.9352,0.79613
-0.71517,-0.32099,-0.56533,-0.61866
1.4252,0.32099,2.4637,0.17713
0.15714,2.6879,0.77137,-0.97821
