-12.675,2.74,-1.3378,-1.3423
12.675,-1.3098,-3.949,0
0,0.60663,-2.8421,-1.3606
-2.4098,-1.0132,3.0171,-3.2485
-6.2914,-3.9465,-1.7637,-5.3282
6.2914,-1.6018,0,1.9705
-7.5986,0,1.2378,-1.9705
7.5986,4.6276,-1.0601,0.49631
4.7628,-1.137,-3.433,-6.1244
-2.353,2.1595,0.09168,3.618
0,2.2134,3.1636,-5.2095
11.248,-3.1331,-2.8883,1.5915
0,-1.97,0,0.5249
2.1053,-0.84125,2.174,0.52223
8.0043,0.73647,-1.8084,-2.1054
-3.9221,2.6889,-1.8416,0.53049
-6.1875,-1.3354,3.65,3.6368
3.1416,0.72128,4.7253,-1.0257
-1.0363,-1.6563,0,-0.51675
6.0625,2.5761,3.1963,-3.1581
1.9418,1.6146,1.6421,6.7208
-3.9221,0.7976,1.214,-3.5627
14.842,0.98819,-2.856,1.5425
-14.842,1.9474,0.98847,0
-4.0822,-0.58024,-4.0139,1.519
3.0772,-0.096997,0.51066,-1.519
-3.0772,1.0622,2.5148,2.519
0,0.19197,0.16542,1.9705
6.0625,-1.3514,0.16514,-0.98042
1.9418,0.48471,1.3115,0.4914
1.9048,0.19329,0.64932,1.4599
-9.9091,-0.48385,-3.7927,3.3258
0,0.96524,0.83687,-4.2966
2.0619,3.3998,0.82983,1.4528
-2.0619,-1.4026,-3.1909,-0.96619
9.9091,3.6973,3.0255,0
-1.9048,-0.54593,5.4764,1.4458
-3.9221,0,-0.78674,-0.47962
3.9221,-0.64072,2.8039,-0.96619
-3.9221,1.2774,-0.92597,0.48426
1.9803,0.73394,-2.0361,-1.4599
-8.1678,-1.7344,-2.4021,-0.4914
-2.1506,1.7344,1.6078,-0.9901
-2.1979,-0.54447,1.8958,-1.5037
-2.2473,1.8034,1.0895,0
4.4452,0.35686,3.3489,-4.6521
-2.1979,0.26676,-1.8127,0.32221
2.1979,-1.7018,-1.227,-1.6
0,0.80977,-0.15439,1.0695
6.3179,1.1582,1.3814,-1.0695
2.0203,0.79399,0,-3.279
0,1.8285,-0.30537,2.1979
-2.0203,1.5411,1.8183,1.0811
0,-0.17005,-1.9713,3.1749
4.0005,1.3525,2.7192,1.5504
-6.0625,-1.6081,1.3323,5.972
4.0822,-1.0292,1.3149,-0.4843
-6.1875,-0.60523,-0.72838,-2.4571
4.1673,-1.3095,4.8511,-1
-6.3179,2.5164,0.97023,-1.0101
-2.1979,0.25673,1.6416,2.5064
-2.2473,0.085478,0.27103,0.9852
8.7011,0.935,0.40511,0.97562
-11,1.8441,-4.2677,0.4843
8.8947,0.24885,-1.8453,1.4388
2.1053,-1.5867,-0.71899,-3.3902
0,2.9035,-0.43382,-1.4888
7.0381,5.3336,0.86584,-1.0051
-7.0381,0.1549,2.2728,-3.5994
2.0619,-0.4655,1.9472,-0.5249
2.0203,-3.1598,-0.41406,1.0472
-3.0459,1.276,0.82644,-0.52228
-3.1416,-1.1155,-0.13726,-1.5831
3.1416,-1.2903,-0.55097,0
-1.0363,1.9293,2.725,-0.53332
-3.1749,-1.2821,0.40239,0
1.0695,-1.2987,3.0326,-0.53621
0,-5.1981,-5.7464,0
-6.5958,1.1976,-0.82877,1.0695
4.4452,0.42432,3.1402,1.5831
-6.7441,2.9205,3.4349,-2.1164
3.4289,2.8376,-0.65147,6.7209
7.5712,-1.5304,0.13059,0.99503
-4.256,-1.3072,-1.9776,-2.0001
4.256,-2.7513,0.19939,2.4939
-4.256,-0.76371,-1.2704,0
8.3382,1.4377,0.53688,-3.0002
-6.1875,-1.1825,0,-0.5089
4.1673,4.3232,0.13381,0
-2.0619,-1.3929,2.7688,2.0203
-2.1053,-0.16514,-0.26044,0
2.1053,-0.66335,-1.9751,1.4888
0,0.083185,0.26563,0.98039
2.0619,0.99252,1.5789,2.8849
2.0203,2.0367,2.4502,2.342
0,-0.6472,-2.1894,1.8349
-2.0203,-0.081235,-2.1054,1.8019
5.9423,-1.0617,-3.5186,-3.6367
-19.004,-1.2391,2.0451,-0.93027
4.5462,1.0748,5.1293,-2.8438
-2.2473,-0.66006,-1.5504,0
-1.1429,-0.24866,-1.8397,-0.48193
1.1429,0,0.26489,0.48193
-12.063,-0.495,-1.0638,2.1975
2.5318,1.0838,1.5915,0.93904
0,1.2361,0.78633,-1.4118
2.4693,1.1401,3.0851,2.3421
-10.265,0.32341,-0.63496,0.92168
2.6668,0.80386,-1.5405,-2.3203
22.314,0,-0.6489,-0.47066
-9.953,-1.0463,2.3167,-1.9048
-7.2321,-2.4572,1.6404,0
2.4693,-0.74902,0.74809,0.95697
3.5932,1.2453,6.7253,-0.47731
0,1.0669,-4.3924,-0.47967
3.4686,-0.49097,-3.8348,-0.96611
-2.299,-1.1551,0.25191,2.3981
0,-0.7497,-2.1615,2.3421
1.1561,3.6129,5.0136,8.4307
-1.1561,-0.16149,2.773,-0.42642
0,1.0446,2.9293,0.85103
-1.1696,0.3989,-0.23123,-2.5752
5.7158,-2.336,-1.0471,2.5752
-6.8993,4.1506,-1.5322,-4.3297
1.1834,2.8519,7.3259,2.1883
1.1696,1.7326,2.507,-1.3072
-2.353,0.6699,-3.5053,-1.3246
0,3.212,1.8775,-0.89283
6.8993,-1.1561,1.1963,1.7778
-4.5462,1.3713,-1.3058,-0.44153
0,-0.21524,1.4138,0.44153
-2.353,1.0718,-1.963,0
4.652,-2.2279,-0.66301,1.7468
0,-1.1696,-2.2423,0.43195
4.4452,0.80559,2.6847,0.4301
-11.507,-1.3216,-0.88687,2.96
7.0618,-2.3178,0.44442,-1.6807
0,1.3524,-1.3393,-3.4486
-20.067,-0.52375,-0.45046,-5.4067
2.7399,-1.2835,-14.554,-4.2559
-8.4557,-0.22827,-3.4532,-0.48425
2.8988,-2.7018,0,0.48425
2.8171,-0.62791,1.7415,3.3257
0,2.4884,0.92531,6.337
0,-2.0171,-12.604,-3.5718
2.7399,-1.1032,-3.4931,-2.7652
-2.7399,-5.2879,2.2162,-3.3257
0,2.5568,-5.1969,0
-8.7011,1.5354,4.0567,-1.4599
-1.5267,-3.1774,3.2345,-0.49142
-1.5504,-2.0913,0.66408,-0.9901
-1.5748,-3.966,-4.3582,-4.581
-1.6,2.0889,2.5778,2.062
3.1749,-0.69149,0.44811,0.50887
-13.353,-2.8145,-8.5522,0.50636
13.353,4.3637,3.5091,0.50375
-13.353,2.3629,6.2283,4.903
