1.2319,1.6252,2.4826
0.12913,0.01072,0.35471
0.23644,-0.30126,-0.1063
0.49508,0.27984,-0.1774
-0.89273,-1.9865,-1.7915
0.47753,0.37206,-0.32592
-0.53459,-2.0414,-0.50908
0.82604,0.67773,0.97951
0.13525,4.0259,-0.57929
0.68489,1.3732,0.97562
-0.093034,1.8502,1.0374
0.77415,0.61601,0.7092
-0.32118,-0.19472,-1.03
-0.20914,0.39923,1.6641
1.2034,1.9722,1.1173
-0.9846,-1.0571,-1.9282
-1.3703,-1.4477,-1.93
0.49766,0.64487,0.71915
-0.26311,1.2371,-0.93591
0.36446,0.16112,-0.90832
0.067805,0.61185,-0.40222
-0.84065,0.18983,-1.0313
0.18358,-1.3364,-0.18526
1.2477,0.24291,0.44409
-0.25848,0.010106,-0.66691
0.50145,0.66476,0.44509
1.0611,0.35081,0.48
-0.48921,-0.66249,-0.73943
-0.54832,0.41204,-1.3448
0.97099,-0.34155,1.4931
-0.44785,-0.96064,-0.81847
-0.41411,-0.63194,-1.1647
-0.25752,-0.50232,0.41485
-0.27307,-1.397,0.15041
-0.16666,0.86124,1.0095
0.40128,-0.25859,-0.67188
0.10836,0.25859,-0.75187
0.0026121,-0.30007,0.1131
0.95876,0.55803,0.63877
-0.59608,-0.227,-1.1679
0.16782,0.020624,-0.075762
0.33306,-0.46573,0
0.17216,0.062209,-0.075905
-0.83853,-1.9473,-1.9932
-0.57873,-0.063411,-0.42677
-1.4741,-1.5673,-1.3701
-1.5341,-2.008,-1.1098
1.2383,2.2655,1.1492
-1.4454,-1.599,-0.87069
0.56067,0.68381,0.079506
1.1681,1.0116,-0.19876
-0.12734,-0.57987,-0.95962
-1.1236,-1.3336,-1.0501
-1.3042,-0.65703,-0.52919
-0.13247,0.32902,-1.4389
-0.23979,0.49159,1.0708
1.6233,0.6733,3.1454
-0.10192,0.41048,-0.63717
1.2921,-0.097032,1.1124
0.40276,-0.38918,-0.43551
-0.070126,-0.5213,-1.0773
0.52782,0.57537,0.59992
0.84786,1.9618,3.024
0.76427,-0.021202,0.38608
-0.20967,-0.51095,-0.57969
-0.66676,-0.66391,-0.81733
-0.10615,0.042999,-0.43076
0.51477,0.66359,0.50891
-1.3857,-0.74954,-0.62673
-0.1125,0.70686,0.23551
0.059364,-0.26716,-1.1433
0.50984,-1.2599,-0.23827
0.10658,-0.36916,1.4599
-1.5679,-1.413,-0.78649
0.52982,0.67064,0.47264
1.3993,-0.57141,1.9456
0.058751,0.59332,5.9468
-0.44549,-0.93554,-1.0953
0.22695,0.74916,-0.073519
-1.3891,-0.77131,-2.4545
-0.76198,-1.482,-0.30171
-0.59337,-1.0268,-1.3306
0.91604,-0.17026,0.83843
0.18418,1.1072,-0.075906
0.1767,-0.045002,-0.11405
-0.67457,-0.47414,-0.68671
-1.3821,-0.19261,-1.3102
-1.0596,-1.4966,0.58014
0.76332,0.28731,0.038598
0.16692,-0.36793,0
-0.07659,0.43682,0.61487
-0.067513,-0.89861,-0.92376
-1.0643,-1.0236,-1.2451
0.67936,0.61772,1.129
-0.25777,1.1438,-0.81632
0.046824,0.42413,0.42847
0.40042,-0.3323,0.6199
0.16903,-0.034403,-0.5034
1.5975,1.8203,1.3112
0.16965,-0.39538,0.15315
0.56704,0.27124,0.19111
-0.053522,0,0.15262
0.04638,-0.53188,-0.45857
0.33746,-0.15904,0.076557
-0.74499,-0.71863,-0.9227
0.52342,0.24011,0.23147
1.5838,1.2259,1.8328
0.15421,1.5671,0.64115
-0.95449,0.055474,-0.48994
0.4533,0.40987,1.127
-0.98861,-0.43211,0.48448
0.5954,0.52048,1.8781
0.13684,-0.17683,-0.32885
-0.1333,0.066356,1.6337
0.26201,-0.4211,2.067
-0.41672,-0.6349,0
0.36296,0.5905,-0.21184
0.84707,0.85173,0.035325
-0.29851,-0.88506,0.31753
-0.54679,-0.49016,0.632
-0.095254,-0.94246,-1.0202
0.25115,-0.47452,0.7749
0.40755,-0.15875,0.21031
-1.0486,-0.74013,0.24482
-0.31583,-0.52708,-0.20982
-0.81818,-1.5515,-1.9438
0.18975,-0.40921,0.28509
-0.82786,-2.0119,-1.6506
0.33305,0.2865,0.79281
0.13829,0.25001,0.10761
0.070872,1.3581,-1.0453
-0.32965,-1.3225,1.9021
-0.43099,-0.13079,-0.92858
-0.48005,0.30896,-1.4092
-0.044498,1.203,1.6958
0.70331,1.235,1.3152
-1.343,-1.235,1.8888
0.27023,0.88698,0.48391
-0.9748,-1.416,-3.402
-0.19629,0.2825,2.2227
0.98766,0.9241,-0.77054
0.053883,-0.034929,0.49101
0.45632,1.066,-0.35049
0.11715,0.34509,0.035084
0.44378,-0.43738,0.10524
-0.62821,-1.1369,-1.5904
-0.096431,0.30287,-0.035636
-1.6455,-0.91143,-1.9069
-1.5602,-1.8161,-1.4268
0.11742,0.08381,0.14731
1.289,1.7088,1.9673
-0.30165,-1.5415,-1.1246
-1.1744,-1.7842,-1.9525
0.14756,2.0468,0.51949
1.3563,0.13099,0.25875
0.21934,0.023854,-0.1478
1.2367,1.2886,1.5044
-0.36042,-0.2823,-1.2459
0.65035,0.4232,0.29455
-0.24338,-0.70629,0.44154
0.046525,0.070806,0
0.79686,0.42413,1.1316
0.011765,-0.44773,-0.40008
0.24223,0.29484,0.072862
-0.78118,-0.63782,-0.58438
0.46201,0.34298,0
0.15112,-0.55646,0.3291
1.115,0.41471,0.83625
-0.41937,-0.21308,-1.8637
0.68638,0.68492,0.91793
-0.4496,1.042,-0.36615
0.18884,0.67326,0.073293
0.49414,0.36951,0.76686
